,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race
377,377,100-500,1,1,2,-1,2,0,2,1,0,0,0,0,9.0,8.0,-1,-1,-1,,1,1,1,0,41.0,0,
378,378,More than 1000,1,1,1,1,0,0,1,1,0,0,0,0,8.0,10.0,-1,-1,-1,,1,0,0,0,25.0,0,
379,379,More than 1000,1,1,1,1,1,1,1,1,1,1,0,1,9.0,9.0,-1,-1,-1,,1,1,0,0,31.0,1,White
380,380,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,1,1,0,1,42.0,0,
381,381,26-100,1,1,0,0,0,0,2,0,1,1,2,1,7.0,2.0,-1,-1,-1,,2,1,2,0,42.0,0,White
382,382,More than 1000,1,1,1,1,0,1,1,1,0,0,0,0,4.0,1.0,-1,-1,-1,,1,0,0,-1,41.0,0,Asian
383,383,More than 1000,1,1,1,1,0,1,1,1,2,1,0,1,8.0,5.0,-1,-1,-1,,1,1,1,1,35.0,non-binary,White
384,384,More than 1000,1,1,1,1,0,0,0,1,2,0,0,0,9.0,3.0,-1,-1,-1,,1,1,0,-1,24.0,0,
385,385,More than 1000,1,1,1,0,1,1,2,1,2,0,2,0,10.0,5.0,-1,-1,-1,,0,1,1,1,37.0,0,White
386,386,More than 1000,1,1,2,-1,1,2,2,1,0,0,0,0,5.0,6.0,-1,-1,-1,,0,0,0,1,32.0,0,
387,387,500-1000,0,1,1,1,1,1,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,0,34.0,0,
388,388,More than 1000,0,1,0,0,0,0,2,1,2,0,0,0,5.0,4.0,-1,-1,-1,,1,1,0,0,37.0,0,
389,389,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,-1,,0,0,0,0,38.0,0,
390,390,26-100,1,1,0,0,2,0,2,1,2,0,0,0,7.0,3.0,-1,-1,-1,,1,1,2,-1,30.0,0,White
391,391,More than 1000,1,1,2,0,0,0,2,1,0,0,0,0,2.0,5.0,-1,-1,-1,,2,0,2,0,27.0,0,
392,392,More than 1000,0,1,1,0,0,2,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,0,0,0,0,41.0,1,White
393,393,6-25,1,1,2,0,0,0,2,1,2,0,0,0,7.0,7.0,-1,-1,-1,,1,1,2,0,41.0,0,White
394,394,26-100,1,1,1,0,0,2,2,1,2,0,0,0,8.0,5.0,-1,-1,-1,,0,0,0,-1,39.0,0,White
395,395,More than 1000,1,1,1,1,0,2,2,0,2,1,2,1,9.0,6.0,-1,-1,-1,,1,1,0,0,42.0,0,White
396,396,1-5,1,0,1,0,0,0,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,28.0,1,White
397,397,6-25,1,1,0,0,0,0,2,1,0,0,2,0,7.0,3.0,-1,-1,-1,,1,1,0,2,29.0,0,White
398,398,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,41.0,0,
399,399,More than 1000,1,1,1,0,0,2,2,1,2,0,1,0,5.0,5.0,-1,-1,-1,,1,1,0,-1,46.0,0,White
400,400,500-1000,1,1,1,1,2,0,0,2,1,1,1,1,2.0,3.0,-1,-1,-1,,0,0,1,2,38.0,0,
401,401,More than 1000,1,1,1,1,1,1,1,0,2,0,2,0,8.0,7.0,-1,-1,-1,,0,0,0,0,34.0,0,
402,402,6-25,1,1,1,0,0,0,2,1,1,0,1,1,7.0,5.0,-1,-1,-1,,1,1,1,1,28.0,0,
403,403,26-100,1,1,0,0,0,0,2,1,0,0,0,1,2.0,8.0,-1,-1,-1,,1,1,1,2,28.0,1,
404,404,26-100,1,1,1,1,0,0,1,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,0,0,38.0,cis male,
405,405,More than 1000,0,1,1,0,0,0,2,0,2,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,33.0,0,More than one of the above
406,406,26-100,1,1,1,1,0,0,1,1,2,1,2,1,6.0,6.0,-1,-1,-1,,1,0,2,0,38.0,1,White
407,407,100-500,0,1,2,0,0,2,2,1,2,0,2,0,5.0,2.0,-1,-1,-1,,1,1,0,0,48.0,0,White
408,408,1-5,1,0,0,0,0,0,1,0,2,1,2,0,10.0,10.0,-1,-1,-1,,0,0,2,0,44.0,woman,
409,409,More than 1000,1,1,1,1,1,1,2,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,34.0,0,White
410,410,100-500,1,1,0,0,0,0,2,1,0,0,2,0,7.0,0.0,-1,-1,-1,,1,1,0,-1,29.0,1,White
411,411,More than 1000,0,1,0,0,2,1,2,1,0,0,0,0,7.0,3.0,-1,-1,-1,,1,1,1,2,39.0,0,
412,412,100-500,1,1,2,0,0,2,2,1,0,0,2,0,6.0,8.0,-1,-1,-1,,1,0,0,2,41.0,0,
413,413,100-500,1,1,1,0,0,1,1,1,0,0,2,1,5.0,5.0,-1,-1,-1,,0,0,1,0,33.0,0,White
414,414,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,1,0,2,-1,31.0,0,
415,415,More than 1000,1,1,1,0,1,1,1,1,0,0,0,0,6.0,4.0,-1,-1,-1,,2,0,0,-1,44.0,0,
416,416,100-500,0,1,2,0,0,0,2,1,0,0,0,1,6.0,0.0,-1,-1,-1,,1,1,1,1,33.0,1,
417,417,26-100,1,1,2,0,0,2,2,1,0,0,2,1,3.0,3.0,-1,-1,-1,,1,0,0,1,26.0,agender/genderfluid,
418,418,26-100,1,1,-1,-1,0,0,2,1,1,0,2,0,7.0,4.0,-1,-1,-1,,0,0,0,0,28.0,0,
419,419,6-25,1,1,1,1,0,0,2,1,2,0,2,0,6.0,7.0,-1,-1,-1,,1,0,2,0,32.0,1,White
420,420,More than 1000,1,1,1,1,1,1,1,1,2,0,1,1,5.0,8.0,-1,-1,-1,,0,0,0,0,35.0,1,
421,421,More than 1000,0,1,2,0,1,1,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,1,0,0,0,40.0,0,
422,422,500-1000,0,1,2,0,0,2,1,1,1,0,2,0,5.0,6.0,-1,-1,-1,,0,1,2,0,30.0,0,White
423,423,More than 1000,1,1,2,0,2,2,2,1,1,0,2,0,9.0,7.0,-1,-1,-1,,1,0,1,-1,34.0,0,More than one of the above
424,424,26-100,1,1,2,0,2,2,2,0,2,0,1,1,8.0,8.0,-1,-1,-1,,0,0,2,-1,21.0,0,White
425,425,More than 1000,0,1,1,1,0,2,1,1,1,1,0,0,6.0,5.0,-1,-1,-1,,1,1,1,1,37.0,0,
426,426,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,0,0,0,-1,27.0,0,
427,427,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,0,0,0,-1,37.0,0,White
428,428,100-500,1,1,1,1,1,1,1,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,2,0,33.0,0,
429,429,More than 1000,1,1,1,1,1,1,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,0,1,1,0,28.0,0,More than one of the above
430,430,More than 1000,1,1,1,0,1,1,1,1,1,1,2,1,7.0,7.0,-1,-1,-1,,2,0,2,2,41.0,0,White
431,431,26-100,1,1,0,-1,0,0,1,1,2,0,2,0,3.0,4.0,-1,-1,-1,,0,0,0,-1,34.0,0,
432,432,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,0,0,1,0,37.0,0,
433,433,More than 1000,1,1,1,1,1,1,2,1,1,1,2,0,6.0,8.0,-1,-1,-1,,1,1,2,0,28.0,0,White
434,434,More than 1000,0,1,0,-1,0,0,2,0,2,0,2,1,6.0,2.0,-1,-1,-1,,1,0,0,0,52.0,0,
435,435,100-500,1,1,2,0,0,2,2,1,1,0,2,0,5.0,3.0,-1,-1,-1,,0,0,0,2,39.0,0,
436,436,6-25,1,1,1,0,0,0,2,1,0,0,0,0,1.0,0.0,-1,-1,-1,,1,0,2,2,45.0,0,White
437,437,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,0,0,0,0,50.0,0,
438,438,100-500,1,1,2,0,0,0,2,1,2,1,2,0,3.0,3.0,-1,-1,-1,,2,1,2,0,27.0,0,
439,439,More than 1000,1,1,1,1,0,1,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,0,31.0,1,White
440,440,100-500,1,1,2,-1,0,0,2,0,2,0,2,0,0.0,3.0,-1,-1,-1,,1,0,2,0,44.0,0,
441,441,6-25,1,1,1,0,0,2,2,1,0,1,2,0,6.0,6.0,-1,-1,-1,,0,0,1,0,31.0,0,
442,442,1-5,1,1,0,-1,0,0,0,1,0,0,0,0,2.0,0.0,-1,-1,-1,,1,0,0,-1,23.0,0,
443,443,100-500,1,1,1,1,0,1,2,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,23.0,0,White
444,444,100-500,1,1,2,0,0,2,2,1,0,0,2,0,2.0,1.0,-1,-1,-1,,1,0,2,0,38.0,0,
445,445,26-100,1,1,2,0,0,2,2,0,2,0,0,0,7.0,6.0,-1,-1,-1,,2,0,1,-1,37.0,0,White
446,446,6-25,1,1,1,0,0,0,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,2,33.0,0,
447,447,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,1,2,1,34.0,0,Asian
448,448,More than 1000,0,1,1,1,1,2,2,1,0,0,0,0,3.0,1.0,-1,-1,-1,,1,1,0,-1,47.0,0,White
449,449,26-100,1,1,2,0,0,2,2,1,2,1,0,0,6.0,3.0,-1,-1,-1,,0,0,1,0,29.0,1,White
450,450,More than 1000,0,1,1,0,2,1,2,1,2,0,2,0,2.0,2.0,-1,-1,-1,,0,0,0,0,38.0,0,White
451,451,100-500,1,1,2,0,0,0,2,1,2,0,2,0,8.0,8.0,-1,-1,-1,,2,0,0,-1,29.0,0,
452,452,100-500,1,1,2,0,0,0,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,2,2,37.0,0,White
453,453,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,2,1,0,-1,39.0,0,
454,454,100-500,1,1,1,1,1,1,1,0,2,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,29.0,1,White
455,455,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,1,1,1,2,57.0,1,
456,456,6-25,1,1,-1,-1,2,2,2,0,1,0,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,27.0,1,White
457,457,More than 1000,0,1,2,0,0,0,2,0,1,0,1,0,7.0,5.0,-1,-1,-1,,0,0,0,-1,38.0,1,White
458,458,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,1,2,1,39.0,0,
459,459,More than 1000,1,1,1,1,1,1,1,0,1,1,1,0,9.0,9.0,-1,-1,-1,,1,1,1,0,29.0,0,
460,460,100-500,0,1,0,-1,0,0,0,1,0,0,0,0,5.0,0.0,-1,-1,-1,,1,1,1,0,24.0,0,
461,461,26-100,1,1,0,0,1,0,2,0,1,1,1,1,10.0,8.0,-1,-1,-1,,1,1,1,2,30.0,1,
462,462,500-1000,1,1,1,1,1,1,1,0,2,0,2,0,8.0,8.0,-1,-1,-1,,2,0,2,2,32.0,0,White
463,463,100-500,1,1,1,1,1,2,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,37.0,0,White
464,464,6-25,1,1,0,0,0,0,2,1,0,0,2,0,8.0,2.0,-1,-1,-1,,2,0,0,-1,34.0,0,
465,465,100-500,1,0,1,1,1,1,1,0,1,1,1,1,7.0,10.0,-1,-1,-1,,0,1,1,0,52.0,0,White
466,466,100-500,0,1,1,1,0,2,2,1,0,0,0,0,8.0,0.0,-1,-1,-1,,1,0,1,-1,36.0,0,White
467,467,100-500,0,1,1,0,0,2,1,1,0,1,2,1,5.0,5.0,-1,-1,-1,,1,1,0,0,52.0,0,White
468,468,100-500,1,0,1,1,0,0,1,1,2,1,1,1,10.0,10.0,-1,-1,-1,,0,0,0,2,49.0,1,Asian
469,469,More than 1000,1,1,1,1,2,1,2,1,2,1,2,0,10.0,6.0,-1,-1,-1,,1,1,2,-1,30.0,0,White
470,470,6-25,1,1,-1,0,0,0,2,0,1,1,1,1,5.0,6.0,-1,-1,-1,,1,1,1,0,41.0,0,
471,471,More than 1000,0,1,2,0,0,2,2,0,1,0,1,1,9.0,7.0,-1,-1,-1,,0,0,1,0,29.0,0,
472,472,More than 1000,1,1,1,1,1,1,2,1,0,0,0,0,7.0,10.0,-1,-1,-1,,0,1,0,1,37.0,-1,I prefer not to answer
473,473,100-500,1,1,1,1,1,1,1,0,2,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,2,29.0,1,White
474,474,500-1000,1,1,1,1,0,1,1,0,1,1,1,1,8.0,6.0,-1,-1,-1,,1,1,1,0,39.0,1,More than one of the above
475,475,100-500,1,1,1,1,1,1,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,30.0,1,White
476,476,26-100,1,1,1,1,1,0,1,0,1,1,1,1,10.0,8.0,-1,-1,-1,,1,1,1,0,23.0,woman,White
477,477,More than 1000,1,1,1,0,1,1,1,0,2,0,0,0,7.0,7.0,-1,-1,-1,,0,1,2,0,29.0,1,White
478,478,26-100,1,1,1,1,0,2,1,0,1,1,2,1,7.0,8.0,-1,-1,-1,,1,1,1,0,38.0,0,White
479,479,More than 1000,1,1,1,1,0,0,2,1,0,0,0,0,7.0,3.0,-1,-1,-1,,1,1,1,1,41.0,1,White
480,480,100-500,1,1,1,1,0,1,2,0,1,0,1,1,5.0,7.0,-1,-1,-1,,0,0,0,0,47.0,0,White
481,481,6-25,1,1,1,1,0,0,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,1,1,-1,56.0,woman,White
482,482,100-500,1,1,2,0,0,2,2,1,0,0,0,0,4.0,3.0,-1,-1,-1,,1,0,2,0,22.0,0,White
483,483,100-500,1,1,1,1,1,1,1,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,0,32.0,1,White
484,484,6-25,1,0,2,0,0,0,0,1,0,0,2,0,5.0,3.0,-1,-1,-1,,1,1,1,2,30.0,1,White
485,485,100-500,1,1,1,0,0,0,2,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,1,31.0,sometimes,White
486,486,100-500,1,1,1,1,2,1,1,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,0,2,36.0,0,White
487,487,100-500,1,1,1,1,0,2,1,0,2,1,1,1,5.0,3.0,-1,-1,-1,,1,1,1,0,32.0,0,White
488,488,6-25,1,1,1,1,0,0,2,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,2,37.0,1,White
489,489,6-25,0,1,2,0,0,0,1,1,2,0,0,0,8.0,7.0,-1,-1,-1,,1,1,2,0,29.0,0,White
490,490,26-100,1,1,1,1,0,0,2,1,0,0,0,1,3.0,5.0,-1,-1,-1,,0,1,2,1,31.0,1,More than one of the above
491,491,100-500,1,1,1,1,0,1,2,1,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,1,0,39.0,0,White
492,492,100-500,0,1,2,0,1,1,0,1,1,0,2,0,7.0,8.0,-1,-1,-1,,0,0,1,-1,36.0,0,
493,493,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,0,27.0,-1,White
494,494,More than 1000,1,1,2,0,0,2,2,1,0,0,2,1,7.0,5.0,-1,-1,-1,,0,0,0,0,38.0,0,
495,495,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,2,1,1,1,37.0,0,White
496,496,100-500,1,1,1,0,1,1,1,0,2,0,1,1,9.0,9.0,-1,-1,-1,,1,1,0,0,33.0,1,White
497,497,6-25,1,1,0,0,2,0,2,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,0,2,0,38.0,0,
498,498,100-500,1,1,1,0,1,2,2,0,1,0,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,36.0,1,White
499,499,100-500,1,1,0,-1,0,0,2,0,2,0,2,0,0.0,0.0,-1,-1,-1,,0,0,2,2,30.0,1,White
500,500,26-100,1,1,1,1,1,1,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,2,0,38.0,0,White
501,501,26-100,1,1,0,-1,0,0,2,1,0,1,2,1,6.0,6.0,-1,-1,-1,,1,1,1,-1,35.0,1,
502,502,6-25,1,1,1,0,0,0,1,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,26.0,0,White
503,503,100-500,0,1,2,1,0,1,1,1,1,0,2,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,25.0,0,
504,504,100-500,1,1,-1,1,1,1,1,1,0,0,0,0,7.0,8.0,-1,-1,-1,,1,1,2,0,40.0,0,White
505,505,6-25,1,1,1,1,0,0,1,1,1,0,2,0,6.0,2.0,-1,-1,-1,,0,0,2,-1,31.0,0,
506,506,26-100,1,1,1,0,0,2,2,0,2,0,2,1,8.0,6.0,-1,-1,-1,,1,1,2,2,49.0,0,White
507,507,26-100,1,1,2,0,0,0,2,1,0,0,2,0,7.0,6.0,-1,-1,-1,,0,0,1,2,30.0,0,
508,508,100-500,0,1,2,0,0,2,2,0,2,0,2,0,5.0,4.0,-1,-1,-1,,2,0,0,-1,35.0,0,More than one of the above
509,509,100-500,0,1,1,1,1,0,2,1,1,0,1,1,3.0,1.0,-1,-1,-1,,1,1,1,2,46.0,0,White
510,510,100-500,1,1,2,1,0,2,1,1,1,0,2,0,10.0,8.0,-1,-1,-1,,2,1,1,0,29.0,1,White
511,511,26-100,0,1,1,1,0,0,2,1,0,0,0,0,2.0,2.0,-1,-1,-1,,1,1,1,1,22.0,0,White
512,512,100-500,1,0,1,-1,0,1,1,1,2,0,1,1,7.0,9.0,-1,-1,-1,,1,1,1,-1,50.0,1,White
513,513,6-25,1,1,2,0,0,2,2,0,1,0,1,0,5.0,5.0,-1,-1,-1,,2,0,0,0,39.0,0,
514,514,6-25,0,1,0,0,1,1,2,1,2,1,2,1,9.0,7.0,-1,-1,-1,,1,1,0,1,40.0,0,
515,515,100-500,1,1,1,1,2,1,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,31.0,0,White
516,516,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,1,0,0,38.0,0,White
517,517,More than 1000,0,1,1,1,0,2,2,1,0,0,0,0,9.0,9.0,-1,-1,-1,,1,1,1,1,45.0,0,White
518,518,100-500,1,1,1,0,2,1,2,1,0,0,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,31.0,1,White
519,519,100-500,1,0,1,1,0,1,1,1,1,0,2,0,5.0,9.0,-1,-1,-1,,2,1,0,2,25.0,1,
520,520,500-1000,0,1,2,1,0,0,1,1,0,0,2,0,10.0,5.0,-1,-1,-1,,1,1,1,2,28.0,1,White
521,521,More than 1000,1,1,1,0,1,1,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,1,0,0,2,37.0,0,
522,522,1-5,1,1,0,-1,0,0,0,1,2,0,2,0,6.0,4.0,-1,-1,-1,,0,0,0,0,54.0,0,I prefer not to answer
523,523,More than 1000,1,1,1,1,1,1,1,1,0,0,0,0,10.0,6.0,-1,-1,-1,,1,1,1,-1,45.0,1,White
524,524,500-1000,1,1,1,1,0,0,2,1,1,1,1,1,5.0,3.0,-1,-1,-1,,1,1,1,0,36.0,0,White
525,525,More than 1000,0,1,1,1,1,1,1,0,2,0,2,1,6.0,6.0,-1,-1,-1,,1,1,2,2,34.0,1,White
526,526,100-500,1,1,1,1,1,1,1,0,2,0,2,0,10.0,10.0,-1,-1,-1,,0,0,1,-1,28.0,0,White
527,527,More than 1000,0,1,1,1,0,1,1,0,1,0,2,0,6.0,4.0,-1,-1,-1,,1,0,2,0,32.0,0,White
528,528,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,0,0,0,0,40.0,0,
529,529,500-1000,1,1,2,0,2,1,2,1,2,0,2,0,7.0,6.0,-1,-1,-1,,1,1,1,0,52.0,1,White
530,530,26-100,1,1,2,0,0,0,2,1,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,2,-1,33.0,0,White
531,531,100-500,1,1,1,0,0,2,2,0,2,0,1,1,7.0,6.0,-1,-1,-1,,1,1,1,2,41.0,1,More than one of the above
532,532,100-500,1,1,1,0,1,1,1,0,2,0,2,0,10.0,10.0,-1,-1,-1,,0,0,0,0,25.0,1,White
533,533,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,1,1,0,1,33.0,woman-identified,
534,534,26-100,1,1,1,1,0,0,1,1,1,0,1,0,9.0,2.0,-1,-1,-1,,0,0,0,0,36.0,contextual,White
535,535,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,40.0,0,
536,536,100-500,1,0,1,0,1,0,1,1,0,0,2,0,5.0,6.0,-1,-1,-1,,0,0,1,2,23.0,1,White
537,537,6-25,1,1,0,1,0,0,2,0,1,0,1,1,5.0,4.0,-1,-1,-1,,0,0,0,-1,37.0,0,
538,538,100-500,0,1,1,1,1,1,1,1,1,0,2,1,6.0,6.0,-1,-1,-1,,1,1,2,0,42.0,0,White
539,539,100-500,0,1,2,0,0,0,2,1,2,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,1,35.0,1,White
540,540,100-500,1,0,1,1,0,2,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,0,1,1,0,32.0,1,White
541,541,100-500,1,1,2,0,2,2,1,1,2,0,0,0,4.0,7.0,-1,-1,-1,,0,0,1,0,23.0,0,White
542,542,100-500,1,1,1,1,1,2,2,1,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,1,0,35.0,1,White
543,543,100-500,1,1,1,1,1,1,1,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,0,0,34.0,1,White
544,544,100-500,1,1,2,0,1,2,1,1,0,0,0,0,8.0,9.0,-1,-1,-1,,1,0,1,1,24.0,1,White
545,545,100-500,1,1,1,1,0,1,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,38.0,0,White
546,546,100-500,1,1,0,-1,0,0,2,1,0,1,0,0,5.0,5.0,-1,-1,-1,,1,1,0,-1,42.0,0,
547,547,100-500,1,1,1,1,0,1,1,0,2,0,2,0,8.0,8.0,-1,-1,-1,,1,0,2,0,23.0,1,White
548,548,100-500,1,1,1,1,2,1,2,1,2,1,1,1,7.0,6.0,-1,-1,-1,,1,1,2,-1,39.0,-1,White
549,549,100-500,1,1,1,0,1,1,2,1,2,0,0,0,6.0,5.0,-1,-1,-1,,1,1,1,0,30.0,0,White
550,550,100-500,1,1,1,1,1,1,2,1,1,1,2,1,10.0,10.0,-1,-1,-1,,0,1,2,0,35.0,1,White
551,551,100-500,1,0,1,1,0,1,1,1,2,0,0,0,1.0,4.0,-1,-1,-1,,1,1,0,1,29.0,1,White
552,552,100-500,1,1,1,0,1,0,2,1,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,2,0,24.0,1,White
553,553,500-1000,1,1,1,0,1,2,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,0,1,0,35.0,0,White
554,554,100-500,1,1,1,1,0,0,1,1,1,1,1,1,5.0,3.0,-1,-1,-1,,2,0,2,0,30.0,0,White
555,555,6-25,1,1,2,0,0,0,1,1,1,1,1,0,7.0,7.0,-1,-1,-1,,0,1,0,2,28.0,1,Asian
556,556,100-500,1,1,1,1,1,2,1,1,2,0,1,1,5.0,6.0,-1,-1,-1,,1,1,1,0,32.0,1,White
557,557,100-500,1,1,1,1,1,1,1,0,2,0,1,0,10.0,8.0,-1,-1,-1,,1,1,1,2,34.0,0,White
558,558,26-100,1,1,1,1,0,0,2,1,2,0,1,1,2.0,5.0,-1,-1,-1,,1,1,2,0,33.0,0,White
559,559,100-500,1,1,1,1,1,2,2,1,1,1,1,1,10.0,7.0,-1,-1,-1,,0,0,0,0,32.0,0,White
560,560,100-500,1,1,1,0,0,1,2,1,1,1,1,1,7.0,5.0,-1,-1,-1,,0,0,2,0,27.0,1,Asian
561,561,100-500,1,0,1,1,1,0,2,0,2,0,0,0,8.0,8.0,-1,-1,-1,,0,1,1,0,23.0,1,White
562,562,100-500,0,1,-1,-1,0,2,1,1,2,1,2,1,7.0,7.0,-1,-1,-1,,1,1,1,0,30.0,0,
563,563,100-500,1,0,1,1,1,2,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,24.0,0,White
564,564,100-500,1,1,1,1,1,1,2,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,0,34.0,1,White
565,565,100-500,1,1,1,1,1,1,1,1,2,0,2,0,8.0,8.0,-1,-1,-1,,2,0,2,-1,32.0,0,White
566,566,100-500,1,1,2,0,0,0,2,1,2,0,2,0,5.0,4.0,-1,-1,-1,,1,1,1,1,41.0,1,White
567,567,100-500,1,1,1,1,0,0,2,1,0,0,2,1,5.0,2.0,-1,-1,-1,,1,1,2,2,37.0,0,White
568,568,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,0,27.0,0,
569,569,26-100,1,1,2,0,0,2,2,0,1,0,1,0,10.0,7.0,-1,-1,-1,,1,1,1,-1,26.0,0,White
570,570,6-25,1,1,2,-1,0,2,1,1,1,0,2,1,10.0,7.0,-1,-1,-1,,0,1,2,0,24.0,0,White
571,571,26-100,1,1,1,1,0,0,1,0,1,1,1,1,3.0,5.0,-1,-1,-1,,1,1,0,0,44.0,0,White
