,Unnamed: 0,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race,survey_year
349,349,349,More than 1000,1,1,1,0,1,1,2,1,2,1,2,0,6.0,5.0,-1,-1,-1,,1,1,0,0,36.0,0,White,2017
350,350,350,1-5,1,1,-1,-1,1,0,1,1,1,1,1,0,7.0,7.0,-1,-1,-1,,1,0,1,0,30.0,0,,2017
351,351,351,More than 1000,1,1,1,1,2,1,2,1,1,1,1,1,5.0,4.0,-1,-1,-1,,-1,1,1,1,35.0,0,,2017
352,352,352,26-100,1,1,0,0,0,0,2,2,2,0,1,0,9.0,2.0,-1,-1,-1,,0,0,0,0,30.0,0,,2017
353,353,353,26-100,1,1,0,-1,0,0,2,1,2,0,1,1,5.0,5.0,-1,-1,-1,,0,0,1,0,32.0,0,,2017
354,354,354,100-500,1,1,2,0,0,0,2,1,0,0,0,0,8.0,8.0,-1,-1,-1,,0,0,0,-1,35.0,0,,2017
355,355,355,500-1000,1,1,1,1,0,2,2,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,0,33.0,0,,2017
356,356,356,6-25,1,1,0,-1,0,0,2,1,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,0,48.0,0,,2017
357,357,357,26-100,1,1,0,1,0,0,2,1,0,0,0,0,8.0,6.0,-1,-1,-1,,0,0,0,0,32.0,0,,2017
358,358,358,100-500,1,1,2,0,0,0,2,1,0,0,2,1,5.0,4.0,-1,-1,-1,,1,1,1,-1,45.0,0,,2017
359,359,359,500-1000,1,1,2,0,0,0,2,1,0,0,2,1,5.0,3.0,-1,-1,-1,,0,0,0,-1,31.0,0,,2017
360,360,360,More than 1000,0,1,2,0,1,2,2,1,2,0,0,0,9.0,7.0,-1,-1,-1,,0,0,0,2,40.0,0,,2017
361,361,361,26-100,0,1,2,0,0,0,2,1,2,0,2,0,6.0,4.0,-1,-1,-1,,0,0,2,0,37.0,0,White,2017
362,362,362,100-500,1,1,0,0,0,0,2,0,0,0,0,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,29.0,0,,2017
363,363,363,100-500,1,1,1,1,1,2,1,0,0,0,2,1,7.0,7.0,-1,-1,-1,,1,1,1,2,26.0,0,White,2017
364,364,364,100-500,1,0,1,1,1,1,1,1,1,1,2,0,6.0,9.0,-1,-1,-1,,1,1,2,2,51.0,1,White,2017
365,365,365,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,0,2,29.0,0,,2017
366,366,366,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,1-25%,1,1,1,2,30.0,0,,2017
367,367,367,26-100,1,1,1,1,1,0,2,1,1,0,1,0,6.0,8.0,-1,-1,-1,,1,0,0,1,33.0,1,White,2017
368,368,368,100-500,1,1,1,1,0,0,1,1,2,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,1,27.0,0,White,2017
369,369,369,6-25,1,1,1,0,0,2,2,1,0,0,0,0,3.0,3.0,-1,-1,-1,,0,0,2,2,42.0,0,White,2017
370,370,370,6-25,1,0,-1,-1,1,0,1,1,1,1,2,1,7.0,7.0,-1,-1,-1,,0,0,0,0,47.0,0,,2017
371,371,371,26-100,1,1,-1,-1,1,2,2,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,31.0,1,,2017
372,372,372,More than 1000,0,1,2,0,1,1,1,0,1,0,2,0,10.0,10.0,-1,-1,-1,,0,0,0,0,32.0,0,,2017
373,373,373,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,0,-1,60.0,0,,2017
374,374,374,100-500,1,1,2,0,0,0,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,1,0,1,2,58.0,0,,2017
375,375,375,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,1,2,38.0,0,,2017
376,376,376,6-25,1,1,0,-1,0,0,2,1,0,0,0,0,1.0,1.0,-1,-1,-1,,2,0,2,-1,42.0,1,,2017
377,377,377,100-500,1,1,2,-1,2,0,2,1,0,0,0,0,9.0,8.0,-1,-1,-1,,1,1,1,0,41.0,0,,2017
378,378,378,More than 1000,1,1,1,1,0,0,1,1,0,0,0,0,8.0,10.0,-1,-1,-1,,1,0,0,0,25.0,0,,2017
379,379,379,More than 1000,1,1,1,1,1,1,1,1,1,1,0,1,9.0,9.0,-1,-1,-1,,1,1,0,0,31.0,1,White,2017
380,380,380,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,1,1,0,1,42.0,0,,2017
381,381,381,26-100,1,1,0,0,0,0,2,0,1,1,2,1,7.0,2.0,-1,-1,-1,,2,1,2,0,42.0,0,White,2017
382,382,382,More than 1000,1,1,1,1,0,1,1,1,0,0,0,0,4.0,1.0,-1,-1,-1,,1,0,0,-1,41.0,0,Asian,2017
383,383,383,More than 1000,1,1,1,1,0,1,1,1,2,1,0,1,8.0,5.0,-1,-1,-1,,1,1,1,1,35.0,non-binary,White,2017
384,384,384,More than 1000,1,1,1,1,0,0,0,1,2,0,0,0,9.0,3.0,-1,-1,-1,,1,1,0,-1,24.0,0,,2017
385,385,385,More than 1000,1,1,1,0,1,1,2,1,2,0,2,0,10.0,5.0,-1,-1,-1,,0,1,1,1,37.0,0,White,2017
386,386,386,More than 1000,1,1,2,-1,1,2,2,1,0,0,0,0,5.0,6.0,-1,-1,-1,,0,0,0,1,32.0,0,,2017
387,387,387,500-1000,0,1,1,1,1,1,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,0,34.0,0,,2017
388,388,388,More than 1000,0,1,0,0,0,0,2,1,2,0,0,0,5.0,4.0,-1,-1,-1,,1,1,0,0,37.0,0,,2017
389,389,389,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,-1,,0,0,0,0,38.0,0,,2017
390,390,390,26-100,1,1,0,0,2,0,2,1,2,0,0,0,7.0,3.0,-1,-1,-1,,1,1,2,-1,30.0,0,White,2017
391,391,391,More than 1000,1,1,2,0,0,0,2,1,0,0,0,0,2.0,5.0,-1,-1,-1,,2,0,2,0,27.0,0,,2017
392,392,392,More than 1000,0,1,1,0,0,2,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,0,0,0,0,41.0,1,White,2017
393,393,393,6-25,1,1,2,0,0,0,2,1,2,0,0,0,7.0,7.0,-1,-1,-1,,1,1,2,0,41.0,0,White,2017
394,394,394,26-100,1,1,1,0,0,2,2,1,2,0,0,0,8.0,5.0,-1,-1,-1,,0,0,0,-1,39.0,0,White,2017
395,395,395,More than 1000,1,1,1,1,0,2,2,0,2,1,2,1,9.0,6.0,-1,-1,-1,,1,1,0,0,42.0,0,White,2017
396,396,396,1-5,1,0,1,0,0,0,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,28.0,1,White,2017
397,397,397,6-25,1,1,0,0,0,0,2,1,0,0,2,0,7.0,3.0,-1,-1,-1,,1,1,0,2,29.0,0,White,2017
398,398,398,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,41.0,0,,2017
399,399,399,More than 1000,1,1,1,0,0,2,2,1,2,0,1,0,5.0,5.0,-1,-1,-1,,1,1,0,-1,46.0,0,White,2017
400,400,400,500-1000,1,1,1,1,2,0,0,2,1,1,1,1,2.0,3.0,-1,-1,-1,,0,0,1,2,38.0,0,,2017
401,401,401,More than 1000,1,1,1,1,1,1,1,0,2,0,2,0,8.0,7.0,-1,-1,-1,,0,0,0,0,34.0,0,,2017
402,402,402,6-25,1,1,1,0,0,0,2,1,1,0,1,1,7.0,5.0,-1,-1,-1,,1,1,1,1,28.0,0,,2017
403,403,403,26-100,1,1,0,0,0,0,2,1,0,0,0,1,2.0,8.0,-1,-1,-1,,1,1,1,2,28.0,1,,2017
404,404,404,26-100,1,1,1,1,0,0,1,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,0,0,38.0,cis male,,2017
405,405,405,More than 1000,0,1,1,0,0,0,2,0,2,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,33.0,0,More than one of the above,2017
406,406,406,26-100,1,1,1,1,0,0,1,1,2,1,2,1,6.0,6.0,-1,-1,-1,,1,0,2,0,38.0,1,White,2017
407,407,407,100-500,0,1,2,0,0,2,2,1,2,0,2,0,5.0,2.0,-1,-1,-1,,1,1,0,0,48.0,0,White,2017
408,408,408,1-5,1,0,0,0,0,0,1,0,2,1,2,0,10.0,10.0,-1,-1,-1,,0,0,2,0,44.0,woman,,2017
409,409,409,More than 1000,1,1,1,1,1,1,2,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2017
410,410,410,100-500,1,1,0,0,0,0,2,1,0,0,2,0,7.0,0.0,-1,-1,-1,,1,1,0,-1,29.0,1,White,2017
411,411,411,More than 1000,0,1,0,0,2,1,2,1,0,0,0,0,7.0,3.0,-1,-1,-1,,1,1,1,2,39.0,0,,2017
412,412,412,100-500,1,1,2,0,0,2,2,1,0,0,2,0,6.0,8.0,-1,-1,-1,,1,0,0,2,41.0,0,,2017
413,413,413,100-500,1,1,1,0,0,1,1,1,0,0,2,1,5.0,5.0,-1,-1,-1,,0,0,1,0,33.0,0,White,2017
414,414,414,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,1,0,2,-1,31.0,0,,2017
415,415,415,More than 1000,1,1,1,0,1,1,1,1,0,0,0,0,6.0,4.0,-1,-1,-1,,2,0,0,-1,44.0,0,,2017
416,416,416,100-500,0,1,2,0,0,0,2,1,0,0,0,1,6.0,0.0,-1,-1,-1,,1,1,1,1,33.0,1,,2017
417,417,417,26-100,1,1,2,0,0,2,2,1,0,0,2,1,3.0,3.0,-1,-1,-1,,1,0,0,1,26.0,agender/genderfluid,,2017
418,418,418,26-100,1,1,-1,-1,0,0,2,1,1,0,2,0,7.0,4.0,-1,-1,-1,,0,0,0,0,28.0,0,,2017
419,419,419,6-25,1,1,1,1,0,0,2,1,2,0,2,0,6.0,7.0,-1,-1,-1,,1,0,2,0,32.0,1,White,2017
420,420,420,More than 1000,1,1,1,1,1,1,1,1,2,0,1,1,5.0,8.0,-1,-1,-1,,0,0,0,0,35.0,1,,2017
421,421,421,More than 1000,0,1,2,0,1,1,1,0,1,0,1,0,8.0,8.0,-1,-1,-1,,1,0,0,0,40.0,0,,2017
422,422,422,500-1000,0,1,2,0,0,2,1,1,1,0,2,0,5.0,6.0,-1,-1,-1,,0,1,2,0,30.0,0,White,2017
423,423,423,More than 1000,1,1,2,0,2,2,2,1,1,0,2,0,9.0,7.0,-1,-1,-1,,1,0,1,-1,34.0,0,More than one of the above,2017
424,424,424,26-100,1,1,2,0,2,2,2,0,2,0,1,1,8.0,8.0,-1,-1,-1,,0,0,2,-1,21.0,0,White,2017
425,425,425,More than 1000,0,1,1,1,0,2,1,1,1,1,0,0,6.0,5.0,-1,-1,-1,,1,1,1,1,37.0,0,,2017
426,426,426,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,0,,0,0,0,-1,27.0,0,,2017
427,427,427,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,0,0,0,-1,37.0,0,White,2017
428,428,428,100-500,1,1,1,1,1,1,1,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,2,0,33.0,0,,2017
429,429,429,More than 1000,1,1,1,1,1,1,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,0,1,1,0,28.0,0,More than one of the above,2017
430,430,430,More than 1000,1,1,1,0,1,1,1,1,1,1,2,1,7.0,7.0,-1,-1,-1,,2,0,2,2,41.0,0,White,2017
431,431,431,26-100,1,1,0,-1,0,0,1,1,2,0,2,0,3.0,4.0,-1,-1,-1,,0,0,0,-1,34.0,0,,2017
432,432,432,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,0,0,1,0,37.0,0,,2017
433,433,433,More than 1000,1,1,1,1,1,1,2,1,1,1,2,0,6.0,8.0,-1,-1,-1,,1,1,2,0,28.0,0,White,2017
434,434,434,More than 1000,0,1,0,-1,0,0,2,0,2,0,2,1,6.0,2.0,-1,-1,-1,,1,0,0,0,52.0,0,,2017
435,435,435,100-500,1,1,2,0,0,2,2,1,1,0,2,0,5.0,3.0,-1,-1,-1,,0,0,0,2,39.0,0,,2017
436,436,436,6-25,1,1,1,0,0,0,2,1,0,0,0,0,1.0,0.0,-1,-1,-1,,1,0,2,2,45.0,0,White,2017
437,437,437,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,0,0,0,0,50.0,0,,2017
438,438,438,100-500,1,1,2,0,0,0,2,1,2,1,2,0,3.0,3.0,-1,-1,-1,,2,1,2,0,27.0,0,,2017
439,439,439,More than 1000,1,1,1,1,0,1,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,0,31.0,1,White,2017
440,440,440,100-500,1,1,2,-1,0,0,2,0,2,0,2,0,0.0,3.0,-1,-1,-1,,1,0,2,0,44.0,0,,2017
441,441,441,6-25,1,1,1,0,0,2,2,1,0,1,2,0,6.0,6.0,-1,-1,-1,,0,0,1,0,31.0,0,,2017
442,442,442,1-5,1,1,0,-1,0,0,0,1,0,0,0,0,2.0,0.0,-1,-1,-1,,1,0,0,-1,23.0,0,,2017
443,443,443,100-500,1,1,1,1,0,1,2,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,23.0,0,White,2017
444,444,444,100-500,1,1,2,0,0,2,2,1,0,0,2,0,2.0,1.0,-1,-1,-1,,1,0,2,0,38.0,0,,2017
445,445,445,26-100,1,1,2,0,0,2,2,0,2,0,0,0,7.0,6.0,-1,-1,-1,,2,0,1,-1,37.0,0,White,2017
446,446,446,6-25,1,1,1,0,0,0,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,2,33.0,0,,2017
447,447,447,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,1,2,1,34.0,0,Asian,2017
448,448,448,More than 1000,0,1,1,1,1,2,2,1,0,0,0,0,3.0,1.0,-1,-1,-1,,1,1,0,-1,47.0,0,White,2017
449,449,449,26-100,1,1,2,0,0,2,2,1,2,1,0,0,6.0,3.0,-1,-1,-1,,0,0,1,0,29.0,1,White,2017
450,450,450,More than 1000,0,1,1,0,2,1,2,1,2,0,2,0,2.0,2.0,-1,-1,-1,,0,0,0,0,38.0,0,White,2017
451,451,451,100-500,1,1,2,0,0,0,2,1,2,0,2,0,8.0,8.0,-1,-1,-1,,2,0,0,-1,29.0,0,,2017
452,452,452,100-500,1,1,2,0,0,0,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,2,2,37.0,0,White,2017
453,453,453,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,2,1,0,-1,39.0,0,,2017
454,454,454,100-500,1,1,1,1,1,1,1,0,2,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,29.0,1,White,2017
455,455,455,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,1,1,1,2,57.0,1,,2017
456,456,456,6-25,1,1,-1,-1,2,2,2,0,1,0,1,1,8.0,8.0,-1,-1,-1,,1,1,1,0,27.0,1,White,2017
457,457,457,More than 1000,0,1,2,0,0,0,2,0,1,0,1,0,7.0,5.0,-1,-1,-1,,0,0,0,-1,38.0,1,White,2017
458,458,458,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,1,2,1,39.0,0,,2017
459,459,459,More than 1000,1,1,1,1,1,1,1,0,1,1,1,0,9.0,9.0,-1,-1,-1,,1,1,1,0,29.0,0,,2017
460,460,460,100-500,0,1,0,-1,0,0,0,1,0,0,0,0,5.0,0.0,-1,-1,-1,,1,1,1,0,24.0,0,,2017
461,461,461,26-100,1,1,0,0,1,0,2,0,1,1,1,1,10.0,8.0,-1,-1,-1,,1,1,1,2,30.0,1,,2017
462,462,462,500-1000,1,1,1,1,1,1,1,0,2,0,2,0,8.0,8.0,-1,-1,-1,,2,0,2,2,32.0,0,White,2017
463,463,463,100-500,1,1,1,1,1,2,1,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2017
464,464,464,6-25,1,1,0,0,0,0,2,1,0,0,2,0,8.0,2.0,-1,-1,-1,,2,0,0,-1,34.0,0,,2017
465,465,465,100-500,1,0,1,1,1,1,1,0,1,1,1,1,7.0,10.0,-1,-1,-1,,0,1,1,0,52.0,0,White,2017
466,466,466,100-500,0,1,1,1,0,2,2,1,0,0,0,0,8.0,0.0,-1,-1,-1,,1,0,1,-1,36.0,0,White,2017
467,467,467,100-500,0,1,1,0,0,2,1,1,0,1,2,1,5.0,5.0,-1,-1,-1,,1,1,0,0,52.0,0,White,2017
468,468,468,100-500,1,0,1,1,0,0,1,1,2,1,1,1,10.0,10.0,-1,-1,-1,,0,0,0,2,49.0,1,Asian,2017
469,469,469,More than 1000,1,1,1,1,2,1,2,1,2,1,2,0,10.0,6.0,-1,-1,-1,,1,1,2,-1,30.0,0,White,2017
470,470,470,6-25,1,1,-1,0,0,0,2,0,1,1,1,1,5.0,6.0,-1,-1,-1,,1,1,1,0,41.0,0,,2017
471,471,471,More than 1000,0,1,2,0,0,2,2,0,1,0,1,1,9.0,7.0,-1,-1,-1,,0,0,1,0,29.0,0,,2017
472,472,472,More than 1000,1,1,1,1,1,1,2,1,0,0,0,0,7.0,10.0,-1,-1,-1,,0,1,0,1,37.0,-1,I prefer not to answer,2017
473,473,473,100-500,1,1,1,1,1,1,1,0,2,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,2,29.0,1,White,2017
474,474,474,500-1000,1,1,1,1,0,1,1,0,1,1,1,1,8.0,6.0,-1,-1,-1,,1,1,1,0,39.0,1,More than one of the above,2017
475,475,475,100-500,1,1,1,1,1,1,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,30.0,1,White,2017
476,476,476,26-100,1,1,1,1,1,0,1,0,1,1,1,1,10.0,8.0,-1,-1,-1,,1,1,1,0,23.0,woman,White,2017
477,477,477,More than 1000,1,1,1,0,1,1,1,0,2,0,0,0,7.0,7.0,-1,-1,-1,,0,1,2,0,29.0,1,White,2017
478,478,478,26-100,1,1,1,1,0,2,1,0,1,1,2,1,7.0,8.0,-1,-1,-1,,1,1,1,0,38.0,0,White,2017
479,479,479,More than 1000,1,1,1,1,0,0,2,1,0,0,0,0,7.0,3.0,-1,-1,-1,,1,1,1,1,41.0,1,White,2017
480,480,480,100-500,1,1,1,1,0,1,2,0,1,0,1,1,5.0,7.0,-1,-1,-1,,0,0,0,0,47.0,0,White,2017
481,481,481,6-25,1,1,1,1,0,0,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,1,1,-1,56.0,woman,White,2017
482,482,482,100-500,1,1,2,0,0,2,2,1,0,0,0,0,4.0,3.0,-1,-1,-1,,1,0,2,0,22.0,0,White,2017
483,483,483,100-500,1,1,1,1,1,1,1,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,0,32.0,1,White,2017
484,484,484,6-25,1,0,2,0,0,0,0,1,0,0,2,0,5.0,3.0,-1,-1,-1,,1,1,1,2,30.0,1,White,2017
485,485,485,100-500,1,1,1,0,0,0,2,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,1,31.0,sometimes,White,2017
486,486,486,100-500,1,1,1,1,2,1,1,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,0,2,36.0,0,White,2017
487,487,487,100-500,1,1,1,1,0,2,1,0,2,1,1,1,5.0,3.0,-1,-1,-1,,1,1,1,0,32.0,0,White,2017
488,488,488,6-25,1,1,1,1,0,0,2,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,2,37.0,1,White,2017
489,489,489,6-25,0,1,2,0,0,0,1,1,2,0,0,0,8.0,7.0,-1,-1,-1,,1,1,2,0,29.0,0,White,2017
490,490,490,26-100,1,1,1,1,0,0,2,1,0,0,0,1,3.0,5.0,-1,-1,-1,,0,1,2,1,31.0,1,More than one of the above,2017
491,491,491,100-500,1,1,1,1,0,1,2,1,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,1,0,39.0,0,White,2017
492,492,492,100-500,0,1,2,0,1,1,0,1,1,0,2,0,7.0,8.0,-1,-1,-1,,0,0,1,-1,36.0,0,,2017
493,493,493,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,0,27.0,-1,White,2017
494,494,494,More than 1000,1,1,2,0,0,2,2,1,0,0,2,1,7.0,5.0,-1,-1,-1,,0,0,0,0,38.0,0,,2017
495,495,495,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,2,1,1,1,37.0,0,White,2017
496,496,496,100-500,1,1,1,0,1,1,1,0,2,0,1,1,9.0,9.0,-1,-1,-1,,1,1,0,0,33.0,1,White,2017
497,497,497,6-25,1,1,0,0,2,0,2,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,0,2,0,38.0,0,,2017
498,498,498,100-500,1,1,1,0,1,2,2,0,1,0,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,36.0,1,White,2017
499,499,499,100-500,1,1,0,-1,0,0,2,0,2,0,2,0,0.0,0.0,-1,-1,-1,,0,0,2,2,30.0,1,White,2017
500,500,500,26-100,1,1,1,1,1,1,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,2,0,38.0,0,White,2017
501,501,501,26-100,1,1,0,-1,0,0,2,1,0,1,2,1,6.0,6.0,-1,-1,-1,,1,1,1,-1,35.0,1,,2017
502,502,502,6-25,1,1,1,0,0,0,1,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,26.0,0,White,2017
503,503,503,100-500,0,1,2,1,0,1,1,1,1,0,2,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,25.0,0,,2017
504,504,504,100-500,1,1,-1,1,1,1,1,1,0,0,0,0,7.0,8.0,-1,-1,-1,,1,1,2,0,40.0,0,White,2017
505,505,505,6-25,1,1,1,1,0,0,1,1,1,0,2,0,6.0,2.0,-1,-1,-1,,0,0,2,-1,31.0,0,,2017
506,506,506,26-100,1,1,1,0,0,2,2,0,2,0,2,1,8.0,6.0,-1,-1,-1,,1,1,2,2,49.0,0,White,2017
507,507,507,26-100,1,1,2,0,0,0,2,1,0,0,2,0,7.0,6.0,-1,-1,-1,,0,0,1,2,30.0,0,,2017
508,508,508,100-500,0,1,2,0,0,2,2,0,2,0,2,0,5.0,4.0,-1,-1,-1,,2,0,0,-1,35.0,0,More than one of the above,2017
509,509,509,100-500,0,1,1,1,1,0,2,1,1,0,1,1,3.0,1.0,-1,-1,-1,,1,1,1,2,46.0,0,White,2017
510,510,510,100-500,1,1,2,1,0,2,1,1,1,0,2,0,10.0,8.0,-1,-1,-1,,2,1,1,0,29.0,1,White,2017
511,511,511,26-100,0,1,1,1,0,0,2,1,0,0,0,0,2.0,2.0,-1,-1,-1,,1,1,1,1,22.0,0,White,2017
512,512,512,100-500,1,0,1,-1,0,1,1,1,2,0,1,1,7.0,9.0,-1,-1,-1,,1,1,1,-1,50.0,1,White,2017
513,513,513,6-25,1,1,2,0,0,2,2,0,1,0,1,0,5.0,5.0,-1,-1,-1,,2,0,0,0,39.0,0,,2017
514,514,514,6-25,0,1,0,0,1,1,2,1,2,1,2,1,9.0,7.0,-1,-1,-1,,1,1,0,1,40.0,0,,2017
515,515,515,100-500,1,1,1,1,2,1,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,31.0,0,White,2017
516,516,516,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,1,0,0,38.0,0,White,2017
517,517,517,More than 1000,0,1,1,1,0,2,2,1,0,0,0,0,9.0,9.0,-1,-1,-1,,1,1,1,1,45.0,0,White,2017
518,518,518,100-500,1,1,1,0,2,1,2,1,0,0,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,31.0,1,White,2017
519,519,519,100-500,1,0,1,1,0,1,1,1,1,0,2,0,5.0,9.0,-1,-1,-1,,2,1,0,2,25.0,1,,2017
520,520,520,500-1000,0,1,2,1,0,0,1,1,0,0,2,0,10.0,5.0,-1,-1,-1,,1,1,1,2,28.0,1,White,2017
521,521,521,More than 1000,1,1,1,0,1,1,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,1,0,0,2,37.0,0,,2017
522,522,522,1-5,1,1,0,-1,0,0,0,1,2,0,2,0,6.0,4.0,-1,-1,-1,,0,0,0,0,54.0,0,I prefer not to answer,2017
523,523,523,More than 1000,1,1,1,1,1,1,1,1,0,0,0,0,10.0,6.0,-1,-1,-1,,1,1,1,-1,45.0,1,White,2017
524,524,524,500-1000,1,1,1,1,0,0,2,1,1,1,1,1,5.0,3.0,-1,-1,-1,,1,1,1,0,36.0,0,White,2017
525,525,525,More than 1000,0,1,1,1,1,1,1,0,2,0,2,1,6.0,6.0,-1,-1,-1,,1,1,2,2,34.0,1,White,2017
526,526,526,100-500,1,1,1,1,1,1,1,0,2,0,2,0,10.0,10.0,-1,-1,-1,,0,0,1,-1,28.0,0,White,2017
527,527,527,More than 1000,0,1,1,1,0,1,1,0,1,0,2,0,6.0,4.0,-1,-1,-1,,1,0,2,0,32.0,0,White,2017
528,528,528,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,0,0,0,0,40.0,0,,2017
529,529,529,500-1000,1,1,2,0,2,1,2,1,2,0,2,0,7.0,6.0,-1,-1,-1,,1,1,1,0,52.0,1,White,2017
530,530,530,26-100,1,1,2,0,0,0,2,1,1,0,2,0,5.0,5.0,-1,-1,-1,,0,0,2,-1,33.0,0,White,2017
